,minutes_played,accurate_passes,assists,chances_created,goals,pass_success,total_shots,blocked_shots,shot_accuracy,shot_off_target,shot_on_target,accurate_long_balls,crosses,key_passes,long_balls,passes,touches,aerials_lost,aerials_won,clearances,dispossessed,dribbles_attempted,dribbles_succeeded,duels_lost,duels_won,fouls,interceptions,recoveries,tackles_attempted,tackles_succeeded,was_fouled,is_a_sub,was_subbed,yellow_card,red_card,rating,role_Attacker,role_Defender,role_Midfielder
20127,1.0,65,1,2,0,0.83,0,0,0.0,0,0,4,6,4,9,78,115,1,0,2,3,3,2,8,8,2,3,10,5,4,1,0,0,1,0,8.4,0,1,0
20128,0.6386554621848739,53,0,0,0,0.98,0,0,0.0,0,0,2,0,1,2,54,74,1,1,0,1,1,1,5,8,1,3,4,2,2,4,0,1,0,0,7.5,0,0,1
20129,1.0,62,0,0,1,0.86,7,1,0.14,5,1,4,6,1,5,72,98,0,2,0,1,0,0,7,5,1,2,12,2,2,1,0,0,1,0,8.1,1,0,0
20130,0.7394957983193278,41,0,0,0,0.8,0,0,0.0,0,0,1,3,2,2,51,64,1,2,1,0,1,1,5,5,3,0,6,0,0,2,0,1,1,0,7.1,0,0,1
20131,0.9915966386554622,27,0,1,2,0.59,4,1,0.75,0,3,0,10,2,5,46,73,0,1,1,0,3,1,3,5,0,1,3,2,2,1,0,1,0,0,9.2,1,0,0
20132,1.0,17,0,0,0,0.81,4,0,1.0,0,4,0,0,1,0,21,35,3,1,1,1,0,0,5,4,0,0,4,2,1,1,0,0,0,0,7.3,1,0,0
20133,0.7058823529411765,21,0,0,0,0.75,2,1,0.0,1,0,2,1,1,2,28,55,0,1,2,1,5,1,6,4,1,0,7,1,1,1,0,1,0,0,6.9,1,0,0
20134,0.008403361344537815,0,0,0,1,0.0,1,0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.0,0,0,1
20135,0.2689075630252101,2,0,0,0,0.4,0,0,0.0,0,0,0,0,0,0,5,14,4,1,0,1,1,0,8,3,2,1,0,2,2,0,1,0,0,0,5.8,1,0,0
20136,0.14285714285714285,3,0,0,0,0.5,0,0,0.0,0,0,0,0,0,0,6,10,2,0,0,1,1,0,5,1,0,0,1,1,1,0,1,0,0,0,5.7,1,0,0
20137,0.7478991596638656,16,0,0,0,0.5,1,0,0.0,1,0,5,6,2,15,32,60,1,1,0,0,2,2,2,7,0,1,9,1,1,3,0,0,0,0,7.7,0,0,1
20138,0.7478991596638656,2,0,0,0,0.33,0,0,0.0,0,0,1,0,0,5,6,15,2,1,2,0,0,0,3,1,1,4,5,0,0,0,0,0,1,0,6.9,0,1,0
20139,0.7478991596638656,7,0,0,0,0.41,0,0,0.0,0,0,4,0,0,12,17,25,2,4,3,0,0,0,4,4,2,1,10,0,0,1,0,0,0,0,6.8,0,1,0
20140,0.7478991596638656,10,2,1,0,0.53,0,0,0.0,0,0,1,2,2,4,19,52,3,3,2,1,1,1,8,7,2,1,5,3,2,0,0,0,1,0,8.6,0,1,0
20141,0.7478991596638656,8,0,0,0,0.53,0,0,0.0,0,0,1,1,0,4,15,32,0,1,0,0,4,2,5,6,2,2,5,0,0,3,0,0,0,0,7.1,0,1,0
20142,0.7478991596638656,8,0,0,0,0.73,2,1,0.0,1,0,3,0,1,4,11,25,0,0,2,0,0,0,4,1,2,1,4,1,0,0,0,0,0,0,6.6,0,0,1
20143,0.7478991596638656,12,0,1,0,0.92,0,0,0.0,0,0,2,7,1,3,13,34,2,0,0,2,2,2,7,5,2,0,5,1,0,2,0,0,0,0,6.7,0,0,1
20144,0.7310924369747899,15,0,0,0,0.71,3,1,0.33,1,1,1,5,2,1,21,52,1,2,0,2,3,2,8,9,3,3,10,4,3,1,0,1,0,0,7.7,0,1,0
20145,0.5966386554621849,11,0,0,0,0.65,1,0,0.0,1,0,1,4,1,1,17,33,2,7,0,1,3,2,7,10,2,0,1,0,0,2,0,1,0,0,7.0,1,0,0
20146,0.4705882352941176,11,0,1,1,0.58,3,0,0.67,1,2,1,0,0,2,19,40,4,6,1,1,2,0,7,9,0,0,5,2,0,1,0,1,0,0,7.7,1,0,0
20147,0.1176470588235294,1,0,0,0,0.25,0,0,0.0,0,0,0,1,0,0,4,9,3,0,2,1,0,0,4,0,0,0,0,0,0,0,1,0,1,0,5.7,1,0,0
20148,0.36974789915966383,26,0,0,0,0.81,0,0,0.0,0,0,2,2,2,3,32,40,0,0,0,1,0,0,3,1,1,0,0,0,0,1,1,0,0,0,6.3,1,0,0
20149,0.7478991596638656,26,0,0,0,0.79,0,0,0.0,0,0,0,4,0,0,33,69,2,0,4,1,7,5,8,8,1,1,6,2,0,1,0,0,0,0,7.0,0,1,0
20150,0.7478991596638656,52,0,1,0,0.87,1,0,0.0,1,0,2,0,1,4,60,71,1,1,4,0,0,0,2,3,1,0,7,2,1,0,0,0,0,0,7.0,0,1,0
20151,0.7478991596638656,70,0,0,0,0.89,1,0,0.0,1,0,6,3,0,9,79,100,4,3,4,0,0,0,6,4,2,2,5,0,0,1,0,0,1,0,6.8,0,1,0
20152,0.7478991596638656,64,0,0,0,0.78,0,0,0.0,0,0,9,2,0,18,82,112,5,4,0,0,1,1,9,11,2,3,9,5,2,1,0,0,0,0,7.4,0,1,0
20153,0.6218487394957983,29,0,0,0,0.76,0,0,0.0,0,0,1,4,1,2,38,50,0,1,0,0,0,0,8,4,4,0,1,1,1,2,0,1,0,0,6.4,0,0,1
20154,0.7478991596638656,32,1,1,0,0.7,2,1,0.5,0,1,1,1,1,1,46,57,0,1,0,0,2,0,4,2,2,1,4,1,1,0,0,0,0,0,7.5,0,0,1
20155,0.7478991596638656,57,0,0,0,0.74,1,1,0.0,0,0,4,5,1,9,77,105,1,1,3,2,0,0,3,6,0,1,9,5,3,1,0,0,0,0,7.3,0,0,1
20156,0.36974789915966383,9,0,1,1,0.75,2,0,0.5,1,1,0,0,0,0,12,20,3,1,0,2,0,0,5,1,0,0,3,0,0,0,0,1,1,0,6.8,1,0,0
20157,0.7478991596638656,26,0,0,0,0.7,1,0,0.0,1,0,0,3,1,1,37,55,1,2,0,2,0,0,4,5,0,0,2,0,0,3,0,0,0,0,6.6,0,0,1
20158,0.7478991596638656,11,0,0,0,0.69,0,0,0.0,0,0,0,0,0,1,16,29,4,3,0,1,5,4,6,8,1,0,1,0,0,1,0,0,0,0,6.9,1,0,0
20159,0.14285714285714285,17,0,0,0,1.0,0,0,0.0,0,0,0,0,0,0,17,22,0,0,0,0,0,0,2,0,0,1,3,0,0,0,1,0,0,0,6.0,0,0,1
20160,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0,0,0,1
20161,0.07563025210084033,4,0,0,0,0.67,0,0,0.0,0,0,0,0,0,1,6,7,0,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,6.1,1,0,0
20162,0.7478991596638656,60,0,0,0,0.86,0,0,0.0,0,0,1,1,1,1,70,93,3,2,2,0,0,0,6,8,0,0,3,5,3,1,0,0,0,0,7.3,0,0,1
20163,0.7478991596638656,68,0,0,0,0.87,0,0,0.0,0,0,3,0,0,7,78,92,2,4,3,0,0,0,4,7,2,2,8,3,0,0,0,0,0,0,6.9,0,1,0
20164,0.7478991596638656,72,0,0,0,0.9,0,0,0.0,0,0,1,0,0,6,80,98,3,6,7,0,0,0,4,13,0,3,2,6,4,1,0,0,0,0,7.9,0,0,1
20165,0.7478991596638656,56,0,0,0,0.88,0,0,0.0,0,0,5,0,0,9,64,82,3,0,0,1,1,0,7,2,2,1,9,1,0,1,0,0,0,0,6.0,0,0,1
20166,0.7478991596638656,38,0,1,1,0.79,4,1,0.25,2,1,0,3,3,1,48,77,1,1,0,5,1,0,12,7,3,1,6,4,3,2,0,0,0,0,8.0,0,0,1
20167,0.5966386554621849,48,0,0,0,0.89,0,0,0.0,0,0,7,0,0,8,54,68,1,0,0,1,0,0,4,4,0,1,4,2,2,2,0,1,0,0,6.9,0,0,1
20168,0.7478991596638656,49,1,1,0,0.86,5,1,0.0,3,0,5,2,4,6,57,80,0,0,1,3,0,0,8,4,4,1,6,2,2,2,0,0,1,0,7.6,0,0,1
20169,0.7478991596638656,37,0,0,0,0.84,4,1,0.75,0,3,0,3,4,4,44,62,1,0,2,0,0,0,4,4,0,0,13,1,0,3,0,0,0,0,7.6,0,0,1
20170,0.6638655462184874,14,0,1,1,0.93,5,1,0.4,2,2,0,0,1,0,15,31,2,4,1,1,2,2,6,8,3,0,2,0,0,2,0,1,0,0,8.3,1,0,0
20171,0.7394957983193278,24,0,0,0,0.83,1,0,1.0,0,1,1,7,1,1,29,55,2,0,0,0,7,6,5,13,1,0,5,3,2,4,0,1,0,0,8.2,1,0,0
20172,0.36974789915966383,27,0,0,0,0.96,0,0,0.0,0,0,1,0,0,1,28,34,2,1,3,0,1,1,3,3,1,0,5,0,0,1,1,0,1,0,6.0,0,1,0
20173,0.5042016806722689,21,0,0,0,0.78,0,0,0.0,0,0,1,4,0,1,27,51,0,0,1,1,9,6,6,11,1,0,6,1,1,4,1,0,1,0,6.8,0,0,1
20174,0.1680672268907563,2,0,0,0,0.67,0,0,0.0,0,0,0,1,0,0,3,8,0,0,0,1,0,0,3,0,2,0,1,0,0,0,1,0,0,1,4.3,1,0,0
20175,0.7478991596638656,36,0,0,0,0.72,0,0,0.0,0,0,2,4,1,6,50,96,2,1,2,2,11,9,8,15,1,3,12,3,0,2,0,0,0,0,7.0,1,0,0
20176,0.7478991596638656,38,0,0,0,0.83,0,0,0.0,0,0,3,0,0,7,46,59,3,1,1,0,0,0,3,5,0,3,9,4,2,0,0,0,0,0,6.0,0,1,0
20177,0.7478991596638656,44,0,0,0,0.79,2,0,0.0,2,0,4,0,0,7,56,66,3,8,1,0,0,0,5,10,1,3,8,1,1,1,0,0,0,0,6.0,0,1,0
20178,0.7478991596638656,23,0,0,0,0.74,1,0,0.0,1,0,0,10,1,3,31,72,1,3,0,0,3,2,4,7,1,0,7,1,0,1,0,0,1,0,5.9,0,0,1
