,diving_save,goals_conceded,minutes_played,punches,saves,saves_inside_box,throws,accurate_passes,pass_success,total_shots,shot_accuracy,shot_off_target,shot_on_target,accurate_long_balls,key_passes,long_balls,passes,touches,aerials_lost,aerials_won,clearances,dispossessed,dribbles_attempted,dribbles_succeeded,duels_lost,duels_won,fouls,interceptions,recoveries,tackles_attempted,tackles_succeeded,was_fouled,is_a_sub,was_subbed,yellow_card,red_card,rating
409,6,0,0.7478991596638656,1,7,3,5,21,0.6774193548387096,0,0.0,0,0,6,0,16,31,47,0,1,2,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,8.5
410,2,0,0.7478991596638656,0,5,1,5,36,0.8,0,0.0,0,0,9,0,18,45,56,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,6.6
411,2,0,0.7478991596638656,0,3,1,5,12,0.4,0,0.0,0,0,6,0,23,30,40,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8.1
412,3,0,0.7478991596638656,2,4,4,8,15,0.5357142857142857,0,0.0,0,0,3,0,16,28,45,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,8.1
413,1,0,0.7478991596638656,1,3,3,4,24,0.75,0,0.0,0,0,2,0,10,32,41,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7.7
414,1,0,0.7478991596638656,0,2,2,7,19,0.8260869565217391,0,0.0,0,0,3,0,7,23,32,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7.0
415,0,0,0.7478991596638656,0,4,3,8,25,0.8620689655172413,0,0.0,0,0,11,0,15,29,42,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,5.4
416,0,0,0.7478991596638656,0,2,0,3,23,0.6764705882352942,0,0.0,0,0,10,0,21,34,39,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,5.8
417,0,0,0.7478991596638656,0,1,1,3,26,0.6842105263157895,0,0.0,0,0,8,0,20,38,43,0,1,1,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,4.3
418,1,0,0.7478991596638656,0,2,2,1,30,0.9375,0,0.0,0,0,1,0,3,32,38,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,7.6
419,1,0,0.7478991596638656,0,1,1,3,20,0.6060606060606061,0,0.0,0,0,11,0,24,33,38,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7.5
420,0,0,0.7478991596638656,0,1,0,6,7,0.4117647058823529,0,0.0,0,0,3,0,13,17,24,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4.4
421,0,0,0.7478991596638656,0,3,1,3,25,0.7142857142857143,0,0.0,0,0,8,0,18,35,44,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7.3
422,0,0,0.7478991596638656,0,0,0,3,34,0.85,0,0.0,0,0,8,0,14,40,43,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6.7
423,4,0,0.7478991596638656,0,6,5,3,29,0.8055555555555556,0,0.0,0,0,11,0,18,36,47,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8.0
424,1,0,0.7478991596638656,0,3,2,2,18,0.6666666666666666,0,0.0,0,0,7,0,16,27,34,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5.6
425,1,4,0.7478991596638656,0,3,3,5,18,0.6,0,0.0,0,0,11,0,22,30,40,0,0,0,0,1,1,0,1,0,0,8,0,0,0,0,0,0,0,4.8
426,2,0,0.7478991596638656,1,2,0,6,23,0.696969696969697,0,0.0,0,0,9,0,19,33,45,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5.7
427,3,0,0.7478991596638656,0,6,4,3,29,0.725,0,0.0,0,0,11,0,22,40,50,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,8.4
428,0,0,0.7478991596638656,0,2,2,5,26,0.8125,0,0.0,0,0,3,0,8,32,40,0,0,0,0,0,0,0,1,0,0,9,0,0,1,0,0,0,0,5.1
429,1,0,0.7478991596638656,0,3,2,2,20,0.7692307692307693,0,0.0,0,0,11,0,17,26,31,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,5.6
430,1,0,0.7478991596638656,0,4,3,6,45,0.8823529411764706,0,0.0,0,0,7,0,11,51,61,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6.3
431,1,0,0.7478991596638656,0,1,1,4,20,0.9523809523809524,0,0.0,0,0,1,0,2,21,27,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5.6
432,0,0,0.7478991596638656,0,0,0,2,27,0.8709677419354839,0,0.0,0,0,3,0,7,31,34,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5.8
433,1,0,0.7478991596638656,0,1,1,3,31,0.7560975609756098,0,0.0,0,0,8,0,17,41,46,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5.8
434,2,0,0.7478991596638656,1,4,3,4,20,0.6896551724137931,0,0.0,0,0,5,0,12,29,39,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5.3
435,0,0,0.7478991596638656,0,3,0,3,20,0.7692307692307693,0,0.0,0,0,10,0,16,26,33,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5.2
436,1,0,0.7478991596638656,0,1,1,5,21,0.875,0,0.0,0,0,1,0,4,24,32,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,0,0,3.7
437,0,4,0.7478991596638656,0,1,1,6,17,0.6071428571428571,0,0.0,0,0,11,1,21,28,38,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3.6
438,0,0,0.7478991596638656,0,1,0,5,28,0.7567567567567568,0,0.0,0,0,5,0,13,37,45,0,0,1,0,0,0,0,1,0,0,9,0,0,1,0,0,0,0,7.6
439,2,0,0.7478991596638656,1,2,2,1,27,0.627906976744186,0,0.0,0,0,23,0,39,43,48,0,0,1,0,0,0,0,1,0,0,11,0,0,1,0,0,0,0,7.9
440,3,2,0.7478991596638656,0,5,2,7,47,0.903846153846154,0,0.0,0,0,6,0,10,52,67,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,6.3
441,2,2,0.7478991596638656,0,2,1,3,28,0.7,0,0.0,0,0,6,0,18,40,45,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6.1
442,0,0,0.7478991596638656,0,0,0,8,17,0.5666666666666667,0,0.0,0,0,4,1,17,30,40,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4.8
443,0,0,0.7478991596638656,0,2,1,6,38,0.7916666666666666,0,0.0,0,0,11,0,21,48,60,0,1,1,0,0,0,0,2,0,0,15,0,0,1,0,0,0,0,6.2
444,0,0,0.7478991596638656,0,3,2,4,20,0.8333333333333334,0,0.0,0,0,7,0,11,24,33,1,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,0,5.4
445,1,0,0.7478991596638656,0,3,2,6,22,0.6875,0,0.0,0,0,6,0,16,32,43,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6.4
446,4,0,0.7478991596638656,0,6,4,2,24,0.6,0,0.0,0,0,8,0,23,40,48,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7.5
447,2,0,0.7478991596638656,1,3,1,2,32,0.8888888888888888,0,0.0,0,0,10,0,14,36,44,0,1,2,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,8.2
448,0,3,0.7478991596638656,1,3,3,7,42,0.9130434782608696,0,0.0,0,0,6,0,10,46,60,0,1,2,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,5.0
449,0,0,0.7478991596638656,0,0,0,3,20,1.0,0,0.0,0,0,4,0,4,20,23,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6.7
450,0,0,0.7478991596638656,0,0,0,3,24,0.75,0,0.0,0,0,7,0,14,32,39,0,1,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,6.0
451,0,0,0.7478991596638656,0,2,1,7,14,0.5,0,0.0,0,0,8,0,22,28,39,0,0,1,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,6.4
452,2,0,0.7478991596638656,0,5,3,7,22,0.5789473684210527,0,0.0,0,0,7,0,22,38,51,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,6.4
453,0,0,0.7478991596638656,0,1,0,3,17,0.7083333333333334,0,0.0,0,0,2,0,9,24,30,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5.1
454,2,0,0.7478991596638656,0,5,3,3,40,0.851063829787234,0,0.0,0,0,5,0,12,47,55,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6.8
455,0,0,0.7478991596638656,1,0,0,3,32,0.6530612244897959,0,0.0,0,0,14,0,31,49,54,0,1,1,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,7.1
456,1,0,0.7478991596638656,1,2,0,8,22,0.7857142857142857,0,0.0,0,0,12,0,18,28,40,0,1,2,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,7.1
457,3,0,0.7478991596638656,0,4,2,0,25,0.5952380952380952,0,0.0,0,0,11,0,28,42,47,0,1,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,8.3
458,0,0,0.7478991596638656,0,1,1,5,28,1.0,0,0.0,0,0,5,0,5,28,34,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5.8
459,1,0,0.7478991596638656,0,5,3,7,27,0.7714285714285715,0,0.0,0,0,3,0,11,35,48,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6.8
460,0,0,0.7478991596638656,0,0,0,6,35,0.8974358974358975,0,0.0,0,0,4,0,8,39,45,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4.1
461,2,0,0.7478991596638656,0,4,2,8,23,0.696969696969697,0,0.0,0,0,10,0,20,33,49,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4.4
462,2,0,0.7478991596638656,0,3,3,6,14,0.4666666666666667,0,0.0,0,0,10,0,25,30,45,0,2,1,0,0,0,0,2,0,0,13,0,0,1,0,0,0,0,8.1
463,2,4,0.7478991596638656,0,3,3,6,9,0.5,0,0.0,0,0,2,0,11,18,29,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5.6
464,1,0,0.1680672268907563,0,1,1,0,0,0.0,0,0.0,0,0,0,0,7,7,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,6.0
465,1,0,0.5462184873949579,0,2,2,5,29,0.7073170731707317,0,0.0,0,0,9,0,21,41,51,0,0,0,0,0,0,1,0,1,0,11,0,0,0,0,0,0,1,5.7
466,1,0,0.7478991596638656,2,2,1,1,15,0.6,0,0.0,0,0,8,0,18,25,31,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7.8
467,0,0,0.7478991596638656,0,1,1,5,35,0.9210526315789472,0,0.0,0,0,7,0,9,38,47,1,1,0,0,0,0,1,1,0,0,7,0,0,0,0,0,0,0,5.8
468,2,3,0.7478991596638656,0,5,5,9,16,0.7272727272727273,0,0.0,0,0,3,0,8,22,39,0,0,1,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,5.2
469,1,0,0.7478991596638656,0,4,3,6,12,0.9230769230769232,0,0.0,0,0,1,0,2,13,23,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5.9
470,2,0,0.7478991596638656,1,2,1,3,39,0.8125,0,0.0,0,0,5,0,13,48,57,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7.7
471,1,0,0.7478991596638656,0,1,1,3,30,0.7894736842105263,0,0.0,0,0,17,0,25,38,43,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6.3
472,2,4,0.7478991596638656,2,5,1,2,16,0.5517241379310345,0,0.0,0,0,12,0,25,29,42,0,1,4,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,5.1
473,3,0,0.7478991596638656,1,4,3,5,31,0.9117647058823528,0,0.0,0,0,6,0,9,34,45,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3.3
474,5,0,0.7478991596638656,1,6,3,4,20,0.5263157894736842,0,0.0,0,0,13,0,31,38,51,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6.1
475,1,0,0.7478991596638656,1,2,1,1,15,0.5,0,0.0,0,0,5,0,20,30,35,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7.8
476,0,2,0.7478991596638656,0,2,0,3,23,0.6764705882352942,0,0.0,0,0,13,0,24,34,40,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5.1
477,2,0,0.7478991596638656,0,3,2,10,46,0.9787234042553192,0,0.0,0,0,5,0,6,47,62,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,7.6
478,0,0,0.7478991596638656,0,1,0,4,29,0.8787878787878788,0,0.0,0,0,1,0,5,33,38,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5.8
479,1,0,0.7478991596638656,1,4,3,5,32,0.7441860465116279,0,0.0,0,0,7,1,17,43,54,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6.6
480,2,0,0.7478991596638656,0,4,3,5,24,0.7058823529411765,0,0.0,0,0,9,0,19,34,46,0,2,0,0,0,0,0,3,0,0,9,0,0,1,0,0,0,0,6.9
481,3,0,0.7478991596638656,0,5,4,1,23,0.5609756097560976,0,0.0,0,0,15,0,33,41,47,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7.9
482,0,0,0.7478991596638656,1,3,2,10,15,0.5769230769230769,0,0.0,0,0,8,0,19,26,40,0,1,1,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,5.8
483,2,0,0.7478991596638656,0,5,4,3,33,0.7674418604651163,0,0.0,0,0,7,0,17,43,52,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6.3
484,1,0,0.7478991596638656,1,1,1,3,15,0.6818181818181818,0,0.0,0,0,10,0,17,22,30,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7.7
485,1,0,0.7478991596638656,1,4,4,7,22,0.6285714285714286,0,0.0,0,0,8,0,19,35,47,0,1,1,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,6.5
486,2,0,0.7478991596638656,0,3,2,5,26,0.8387096774193549,0,0.0,0,0,3,0,8,31,39,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6.7
487,1,0,0.7478991596638656,0,1,0,8,29,0.90625,0,0.0,0,0,0,0,3,32,45,0,2,1,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,6.1
488,3,0,0.7478991596638656,1,4,2,3,22,0.7857142857142857,0,0.0,0,0,4,0,10,28,38,0,1,2,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,5.8
489,1,0,0.7478991596638656,0,7,7,6,23,0.5476190476190477,0,0.0,0,0,15,0,34,42,60,0,1,1,0,0,0,0,2,0,0,17,0,0,2,0,0,1,0,5.6
490,1,0,0.7478991596638656,1,1,0,4,19,0.6129032258064516,0,0.0,0,0,4,0,16,31,41,2,0,1,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,5.1
491,2,0,0.7478991596638656,0,4,1,5,23,0.71875,0,0.0,0,0,4,0,13,32,45,0,3,1,0,0,0,0,3,0,0,7,0,0,1,0,0,0,0,8.4
492,0,0,0.7478991596638656,0,3,1,5,13,0.4482758620689655,0,0.0,0,0,7,0,23,29,40,0,0,2,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,3.6
493,2,0,0.7478991596638656,1,7,4,4,22,0.5945945945945946,0,0.0,0,0,9,0,24,37,52,0,0,1,0,0,0,0,1,0,0,12,0,0,1,0,0,0,0,7.8
494,2,0,0.7478991596638656,2,2,2,3,31,0.8611111111111112,0,0.0,0,0,3,0,7,36,45,0,0,3,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,4.3
495,1,0,0.7478991596638656,0,1,1,6,35,0.945945945945946,0,0.0,0,0,11,0,13,37,45,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6.8
496,0,0,0.7478991596638656,0,4,2,9,17,0.5862068965517241,0,0.0,0,0,2,0,14,29,46,0,1,1,0,0,0,0,2,0,1,10,0,0,2,0,0,0,0,6.5
497,3,0,0.7478991596638656,0,3,2,4,28,0.6829268292682927,0,0.0,0,0,7,0,20,41,51,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7.9
498,5,0,0.7478991596638656,0,8,6,8,36,0.9,0,0.0,0,0,7,0,11,40,59,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,8.4
499,0,0,0.7478991596638656,0,2,2,4,13,0.6842105263157895,0,0.0,0,0,0,0,6,19,25,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5.0
500,2,0,0.7478991596638656,0,4,2,4,30,0.625,0,0.0,0,0,8,0,26,48,58,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,7.5
501,1,0,0.7478991596638656,0,2,1,5,19,0.76,0,0.0,0,0,6,0,12,25,33,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4.7
502,1,0,0.7478991596638656,0,1,1,3,31,0.775,0,0.0,0,0,11,0,20,40,44,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5.5
503,7,0,0.7478991596638656,0,7,5,5,19,0.475,0,0.0,0,0,10,0,31,40,57,0,0,1,0,0,0,0,1,0,0,13,0,0,1,0,0,0,0,8.9
504,0,0,0.7478991596638656,0,0,0,5,15,0.6818181818181818,0,0.0,0,0,2,0,9,22,29,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7.0
505,2,0,0.7478991596638656,2,2,2,5,35,0.8333333333333334,0,0.0,0,0,4,0,11,42,53,0,1,3,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,6.5
506,5,0,0.7478991596638656,4,9,5,6,21,0.5384615384615384,0,0.0,0,0,12,1,30,39,60,0,1,5,0,0,0,0,1,0,0,14,0,0,1,0,0,1,0,8.8
507,1,0,0.7478991596638656,1,3,3,2,25,0.8064516129032258,0,0.0,0,0,11,0,17,31,39,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6.1
508,2,0,0.7478991596638656,0,5,2,10,11,0.4583333333333333,0,0.0,0,0,6,0,19,24,42,0,1,0,0,0,0,0,1,0,0,20,0,0,1,0,0,0,0,7.8
509,1,0,0.7478991596638656,0,2,1,10,19,0.475,0,0.0,0,0,6,0,27,40,54,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,5.5
510,0,0,0.7478991596638656,0,1,1,3,17,0.8095238095238095,0,0.0,0,0,4,0,8,21,25,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5.8
511,1,0,0.7478991596638656,1,2,2,3,17,0.5862068965517241,0,0.0,0,0,10,0,22,29,39,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7.7
512,0,4,0.7478991596638656,0,1,1,9,21,0.65625,0,0.0,0,0,8,0,19,32,45,0,0,0,0,0,0,0,1,0,0,14,1,0,0,0,0,0,0,4.2
513,0,0,0.7478991596638656,0,0,0,4,42,0.75,0,0.0,0,0,13,0,26,56,61,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,6.9
514,2,3,0.7478991596638656,1,3,3,3,27,0.6923076923076923,0,0.0,0,0,11,0,23,39,48,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5.8
515,1,0,0.7478991596638656,0,2,2,2,47,0.734375,0,0.0,0,0,9,0,25,64,69,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,5.5
516,0,0,0.7478991596638656,0,1,1,6,26,0.6842105263157895,0,0.0,0,0,10,0,22,38,49,0,0,1,0,0,0,0,1,0,0,10,0,0,1,0,0,0,0,6.4
517,0,0,0.7478991596638656,0,4,3,8,33,0.8461538461538461,0,0.0,0,0,10,0,16,39,55,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7.6
518,3,0,0.7478991596638656,1,3,3,7,24,0.8275862068965517,0,0.0,0,0,1,0,6,29,43,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6.6
519,0,0,0.7478991596638656,0,0,0,6,28,0.7567567567567568,0,0.0,0,0,10,0,18,37,45,0,0,0,0,0,0,0,1,0,0,9,1,1,0,0,0,0,0,5.0
520,2,0,0.7478991596638656,1,6,5,4,27,0.75,0,0.0,0,0,7,0,16,36,47,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8.3
521,2,0,0.7478991596638656,0,3,2,7,36,0.9,0,0.0,0,0,8,0,12,40,53,0,1,1,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,7.2
522,0,0,0.7478991596638656,0,0,0,2,19,0.7916666666666666,0,0.0,0,0,6,0,11,24,27,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6.9
523,1,0,0.7478991596638656,0,2,1,8,28,0.7179487179487181,0,0.0,0,0,8,0,18,39,50,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,7.7
524,3,0,0.7478991596638656,0,3,2,4,29,0.8285714285714286,0,0.0,0,0,3,0,9,35,43,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5.8
525,2,0,0.7478991596638656,0,2,2,2,34,0.7727272727272727,0,0.0,0,0,13,0,23,44,50,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5.1
526,1,0,0.7478991596638656,0,3,2,3,11,0.36666666666666653,0,0.0,0,0,5,0,24,30,36,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7.6
527,3,0,0.7478991596638656,0,4,1,5,12,0.5714285714285714,0,0.0,0,0,7,0,16,21,32,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7.1
528,2,0,0.7478991596638656,0,4,0,2,36,0.7659574468085106,0,0.0,0,0,17,1,28,47,56,0,0,2,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,4.9
529,1,0,0.7478991596638656,2,5,2,8,17,0.7727272727272727,0,0.0,0,0,9,0,14,22,38,0,1,2,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,5.7
530,0,3,0.7478991596638656,1,2,2,1,13,0.4482758620689655,2,0.5,1,1,11,0,27,29,35,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4.8
531,1,0,0.7478991596638656,1,2,2,2,29,0.90625,0,0.0,0,0,5,0,8,32,38,0,1,1,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,5.3
532,1,0,0.7478991596638656,0,3,2,5,47,0.7966101694915254,0,0.0,0,0,8,0,20,59,67,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7.2
533,3,0,0.7478991596638656,0,4,2,4,29,0.8285714285714286,0,0.0,0,0,4,0,9,35,44,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,6.8
534,0,0,0.7478991596638656,0,3,2,4,17,0.68,0,0.0,0,0,7,0,15,25,34,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7.0
535,2,0,0.7478991596638656,0,6,4,6,29,0.7837837837837838,0,0.0,0,0,8,0,16,37,53,0,1,0,0,0,0,0,1,0,1,12,0,0,0,0,0,0,0,6.9
536,3,0,0.7478991596638656,0,4,3,1,9,0.4736842105263158,0,0.0,0,0,4,0,14,19,28,0,0,2,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,7.0
537,1,5,0.7478991596638656,0,6,5,4,21,0.6774193548387096,0,0.0,0,0,9,0,19,31,43,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,5.0
538,2,0,0.7478991596638656,0,2,1,5,24,0.7272727272727273,0,0.0,0,0,6,0,15,33,41,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6.1
539,2,5,0.7478991596638656,0,3,1,7,31,0.8611111111111112,0,0.0,0,0,3,0,8,36,47,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3.3
540,0,0,0.7478991596638656,0,3,2,6,20,0.7407407407407407,0,0.0,0,0,4,0,11,27,39,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7.4
541,1,0,0.7478991596638656,0,5,3,7,29,0.8787878787878788,0,0.0,0,0,9,0,13,33,45,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6.6
542,0,0,0.7478991596638656,0,1,1,3,28,0.7567567567567568,0,0.0,0,0,12,0,21,37,41,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4.5
543,2,6,0.7478991596638656,0,5,5,3,27,0.8181818181818182,0,0.0,0,0,2,0,8,33,48,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,4.5
544,2,3,0.7478991596638656,1,5,3,0,14,0.3888888888888889,0,0.0,0,0,6,0,27,36,43,0,1,1,0,1,1,1,2,1,0,5,0,0,0,0,0,0,0,6.3
545,1,0,0.7478991596638656,3,4,2,8,17,0.6071428571428571,0,0.0,0,0,7,0,18,28,46,0,2,4,0,0,0,0,3,0,0,13,1,1,0,0,0,0,0,7.8
546,2,0,0.7478991596638656,0,4,3,4,26,0.7027027027027027,0,0.0,0,0,6,0,17,37,47,0,0,1,0,0,0,0,1,0,0,8,1,1,0,0,0,0,0,4.3
547,1,0,0.7478991596638656,0,1,1,1,26,0.7878787878787878,0,0.0,0,0,8,0,15,33,35,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7.0
548,0,0,0.7478991596638656,0,1,1,3,21,0.5526315789473685,0,0.0,0,0,11,0,27,38,44,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5.7
549,1,0,0.7478991596638656,0,2,1,9,34,0.9189189189189191,0,0.0,0,0,5,0,8,37,52,0,1,3,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,7.9
550,2,0,0.7478991596638656,0,3,3,4,51,0.796875,0,0.0,0,0,15,0,28,64,73,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7.8
551,1,0,0.7478991596638656,1,2,2,3,20,0.8695652173913043,0,0.0,0,0,3,0,6,23,30,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5.9
552,2,0,0.7478991596638656,0,4,2,2,30,0.7692307692307693,0,0.0,0,0,22,0,31,39,49,0,1,1,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,8.1
553,1,2,0.7478991596638656,0,1,0,2,12,0.48,0,0.0,0,0,5,0,18,25,29,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5.4
554,2,0,0.36974789915966383,0,3,3,4,10,0.5263157894736842,0,0.0,0,0,4,0,13,19,30,0,0,1,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,6.0
555,1,0,0.36974789915966383,0,1,1,5,9,0.6,0,0.0,0,0,5,0,11,15,23,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,6.3
556,3,0,0.7478991596638656,0,3,2,3,21,0.5675675675675675,0,0.0,0,0,11,0,26,37,45,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,7.1
