,diving_save,goals_conceded,minutes_played,punches,saves,saves_inside_box,throws,accurate_passes,pass_success,total_shots,shot_accuracy,shot_off_target,shot_on_target,accurate_long_balls,key_passes,long_balls,passes,touches,aerials_lost,aerials_won,clearances,dispossessed,dribbles_attempted,dribbles_succeeded,duels_lost,duels_won,fouls,interceptions,recoveries,tackles_attempted,tackles_succeeded,was_fouled,is_a_sub,was_subbed,yellow_card,red_card,rating
818,0,0,0.7478991596638656,0,0,0,3,27,0.7297297297297297,0,0.0,0,0,12,0,22,37,41,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6.8
819,1,0,0.7478991596638656,0,1,0,4,13,0.6190476190476191,0,0.0,0,0,7,0,15,21,28,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6.3
820,2,0,0.7478991596638656,0,2,2,5,13,0.4814814814814815,0,0.0,0,0,11,0,25,27,36,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7.4
821,2,0,0.7478991596638656,1,2,2,1,16,0.7272727272727273,0,0.0,0,0,10,0,16,22,28,0,1,1,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,7.3
822,0,0,0.7478991596638656,0,0,0,4,11,0.4583333333333333,0,0.0,0,0,6,0,19,24,28,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5.3
823,2,0,0.7478991596638656,0,5,4,1,10,0.5882352941176471,0,0.0,0,0,8,0,15,17,23,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6.3
824,3,0,0.7478991596638656,0,5,3,1,11,0.4583333333333333,0,0.0,0,0,9,0,22,24,32,0,1,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,4.3
825,4,0,0.7478991596638656,0,5,4,7,15,0.5555555555555556,0,0.0,0,0,10,0,22,27,40,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,7.8
826,0,0,0.7478991596638656,0,0,0,4,32,0.8205128205128205,0,0.0,0,0,11,0,18,39,44,0,1,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,4.9
827,0,0,0.7478991596638656,0,0,0,5,9,0.5625,0,0.0,0,0,5,0,11,16,21,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5.5
828,1,0,0.7478991596638656,0,3,1,5,23,0.6052631578947368,0,0.0,0,0,11,0,25,38,46,1,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,7.5
829,1,0,0.7478991596638656,0,2,2,2,13,0.6190476190476191,0,0.0,0,0,4,0,12,21,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5.8
830,2,0,0.7478991596638656,2,2,2,6,11,0.5238095238095238,0,0.0,0,0,6,0,16,21,32,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6.3
831,0,0,0.7478991596638656,0,1,0,3,26,0.9285714285714286,0,0.0,0,0,2,0,3,28,32,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6.8
832,0,0,0.7478991596638656,0,0,0,4,27,0.6428571428571429,0,0.0,0,0,8,0,22,42,46,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7.0
833,3,0,0.7478991596638656,1,4,2,2,10,0.30303030303030304,0,0.0,0,0,8,0,31,33,42,0,1,2,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,8.2
834,0,0,0.7478991596638656,2,0,0,2,18,0.5294117647058824,0,0.0,0,0,9,0,24,34,40,0,0,4,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,4.6
835,4,0,0.7478991596638656,0,5,4,4,8,0.4705882352941176,0,0.0,0,0,2,0,11,17,28,0,1,0,0,0,0,0,1,0,0,7,0,0,1,0,0,0,0,7.2
836,0,0,0.7478991596638656,0,0,0,7,13,0.5,0,0.0,0,0,7,0,20,26,35,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,5.8
837,2,0,0.7478991596638656,0,3,2,12,18,0.75,0,0.0,0,0,7,0,13,24,40,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,7.8
838,0,0,0.7478991596638656,0,2,2,7,19,0.76,0,0.0,0,0,2,0,8,25,36,0,1,1,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,6.2
839,1,0,0.7478991596638656,0,3,1,6,22,0.88,0,0.0,0,0,5,0,8,25,35,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5.3
840,1,0,0.7478991596638656,1,4,3,5,19,0.7307692307692307,0,0.0,0,0,10,0,17,26,38,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6.3
841,2,0,0.7478991596638656,1,4,1,3,16,0.6956521739130435,0,0.0,0,0,13,0,20,23,31,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7.7
842,0,0,0.7478991596638656,1,3,1,3,19,0.6551724137931034,0,0.0,0,0,7,0,17,29,36,0,1,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,7.0
843,2,0,0.7478991596638656,0,3,1,3,14,0.4827586206896552,0,0.0,0,0,7,0,22,29,38,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6.7
844,0,0,0.7478991596638656,0,1,1,2,13,0.5,0,0.0,0,0,12,0,25,26,35,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7.5
845,2,0,0.7478991596638656,1,2,1,7,14,0.5833333333333334,0,0.0,0,0,7,0,17,24,37,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,8.3
846,3,0,0.7478991596638656,0,4,2,2,25,0.8928571428571429,0,0.0,0,0,5,0,8,28,35,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8.2
847,1,0,0.7478991596638656,0,1,0,1,12,0.5714285714285714,0,0.0,0,0,4,0,13,21,28,1,1,0,0,0,0,1,1,0,0,5,0,0,1,0,0,0,0,7.1
848,2,0,0.7478991596638656,0,5,2,4,10,0.5263157894736842,0,0.0,0,0,6,0,15,19,28,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7.8
849,1,0,0.7478991596638656,0,2,2,4,12,0.4444444444444444,0,0.0,0,0,8,0,23,27,33,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6.1
850,1,0,0.7478991596638656,0,1,0,5,25,0.78125,0,0.0,0,0,13,0,20,32,38,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5.5
851,1,0,0.7478991596638656,0,4,4,4,46,1.0,0,0.0,0,0,5,0,5,46,55,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6.8
852,3,0,0.7478991596638656,0,5,3,4,9,0.3333333333333333,0,0.0,0,0,6,0,24,27,38,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7.4
853,1,0,0.7478991596638656,0,3,1,0,19,0.475,0,0.0,0,0,11,0,32,40,44,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6.7
854,0,0,0.7478991596638656,0,0,0,4,9,0.375,0,0.0,0,0,6,0,21,24,29,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4.9
855,2,0,0.7478991596638656,0,6,3,7,16,0.7272727272727273,0,0.0,0,0,11,0,17,22,35,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,6.3
856,1,0,0.7478991596638656,0,1,1,5,20,0.8,0,0.0,0,0,3,0,8,25,31,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7.0
857,2,0,0.7478991596638656,0,2,1,2,14,0.7368421052631579,0,0.0,0,0,4,0,8,19,24,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6.1
858,2,0,0.7478991596638656,2,3,2,6,18,0.6,0,0.0,0,0,8,0,20,30,41,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,7.5
859,3,0,0.7478991596638656,0,4,3,3,21,0.7,0,0.0,0,0,5,0,14,30,39,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7.6
860,0,0,0.7478991596638656,0,0,0,1,11,0.44,0,0.0,0,0,5,0,18,25,27,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5.8
861,1,0,0.7478991596638656,0,1,1,2,5,0.2777777777777778,0,0.0,0,0,3,0,16,18,23,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7.4
862,2,0,0.7478991596638656,0,3,3,3,23,0.8846153846153846,0,0.0,0,0,5,0,8,26,33,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6.0
863,1,0,0.7478991596638656,1,3,2,4,15,0.5555555555555556,0,0.0,0,0,5,0,17,27,39,0,1,2,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,7.3
864,3,0,0.7478991596638656,1,3,1,1,11,0.4782608695652174,0,0.0,0,0,7,0,19,23,31,0,2,1,0,0,0,0,3,0,0,8,0,0,1,0,0,1,0,7.8
865,0,0,0.7478991596638656,0,0,0,0,12,0.4615384615384616,0,0.0,0,0,11,0,25,26,27,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7.1
866,1,0,0.7478991596638656,1,4,3,3,18,0.4736842105263158,0,0.0,0,0,10,0,30,38,50,0,0,1,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,8.0
867,1,0,0.7478991596638656,0,2,1,3,15,0.4838709677419355,0,0.0,0,0,10,0,26,31,43,0,0,2,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,4.6
868,1,0,0.7478991596638656,0,2,1,4,13,0.6842105263157895,0,0.0,0,0,5,0,11,19,26,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6.2
869,0,0,0.7478991596638656,0,2,1,4,7,0.28,0,0.0,0,0,6,0,24,25,32,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,5.8
870,1,0,0.7478991596638656,0,1,1,5,16,0.5714285714285714,0,0.0,0,0,6,0,18,28,34,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,5.6
871,0,0,0.7478991596638656,0,1,1,1,55,0.7971014492753623,0,0.0,0,0,8,0,20,69,73,0,0,1,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,5.8
872,0,0,0.7478991596638656,0,0,0,11,18,0.4864864864864865,0,0.0,0,0,8,0,27,37,49,0,0,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,5.3
873,0,0,0.7478991596638656,0,3,3,3,14,0.5185185185185185,0,0.0,0,0,9,0,22,27,35,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5.4
874,2,0,0.7478991596638656,1,2,2,3,5,0.20833333333333331,0,0.0,0,0,4,0,23,24,32,0,1,2,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,7.5
875,0,0,0.7478991596638656,1,0,0,4,12,0.3636363636363637,0,0.0,0,0,8,0,29,33,38,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6.8
876,1,0,0.7478991596638656,0,1,1,3,6,0.6,0,0.0,0,0,1,0,5,10,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5.7
877,0,2,0.7478991596638656,1,1,1,4,10,0.9090909090909092,0,0.0,0,0,1,0,2,11,19,0,1,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,5.6
878,2,2,0.7478991596638656,1,1,1,5,18,0.75,0,0.0,0,0,8,0,14,24,34,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6.5
879,1,0,0.7478991596638656,0,1,0,2,10,0.4,0,0.0,0,0,5,0,20,25,31,0,1,0,0,1,1,0,2,0,0,4,0,0,1,0,0,0,0,6.9
880,2,0,0.7478991596638656,0,3,3,6,15,0.5172413793103449,0,0.0,0,0,13,0,27,29,42,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7.1
881,1,0,0.7478991596638656,0,3,1,3,13,0.6190476190476191,0,0.0,0,0,6,0,14,21,28,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,6.7
882,3,0,0.7478991596638656,0,5,2,9,43,0.7962962962962963,0,0.0,0,0,8,0,18,54,69,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7.9
883,1,0,0.7478991596638656,0,1,0,4,22,1.0,0,0.0,0,0,5,0,5,22,28,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4.5
884,2,0,0.7478991596638656,1,2,2,1,10,0.3333333333333333,0,0.0,0,0,4,0,24,30,36,0,1,1,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,8.0
885,2,0,0.7478991596638656,0,2,1,2,14,0.6363636363636364,0,0.0,0,0,13,0,21,22,28,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5.7
886,4,0,0.7478991596638656,2,8,6,4,19,0.5428571428571428,0,0.0,0,0,14,0,30,35,53,0,2,2,0,0,0,0,2,0,0,11,0,0,1,0,0,0,0,8.5
887,0,0,0.7478991596638656,0,1,1,3,18,0.5294117647058824,0,0.0,0,0,16,0,32,34,42,0,0,1,0,1,1,0,1,0,0,11,0,0,0,0,0,0,0,5.3
888,1,0,0.7478991596638656,1,1,1,1,13,0.5,0,0.0,0,0,7,0,19,26,32,0,2,3,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,7.8
889,1,0,0.7478991596638656,0,1,1,4,16,0.8,0,0.0,0,0,4,0,8,20,25,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6.0
890,1,0,0.7478991596638656,1,3,1,2,9,0.4090909090909091,0,0.0,0,0,7,0,20,22,29,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7.3
891,3,0,0.7478991596638656,2,3,3,1,15,0.4411764705882353,0,0.0,0,0,14,0,33,34,44,0,1,2,0,0,0,0,1,0,1,16,0,0,0,0,0,0,0,8.2
892,0,0,0.7478991596638656,0,1,1,1,5,0.21739130434782608,0,0.0,0,0,5,0,23,23,28,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,5.9
893,1,0,0.7478991596638656,0,2,2,5,13,0.52,0,0.0,0,0,5,0,17,25,37,0,1,1,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,7.1
894,1,0,0.7478991596638656,0,3,2,3,8,0.5714285714285714,0,0.0,0,0,6,0,12,14,20,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6.4
895,4,0,0.7478991596638656,0,4,3,3,22,0.5789473684210527,0,0.0,0,0,12,0,28,38,48,0,0,0,0,0,0,0,1,0,1,10,0,0,1,0,0,0,0,7.1
896,2,0,0.7478991596638656,0,4,4,4,17,0.9444444444444444,0,0.0,0,0,4,0,5,18,27,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8.2
897,0,0,0.7478991596638656,0,1,1,3,18,0.75,0,0.0,0,0,9,0,15,24,35,0,1,5,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,7.9
898,0,0,0.7478991596638656,0,2,1,8,16,0.7272727272727273,0,0.0,0,0,6,0,12,22,32,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5.4
899,1,0,0.7478991596638656,0,3,0,1,8,0.4444444444444444,0,0.0,0,0,4,0,14,18,25,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6.2
900,0,0,0.7478991596638656,1,1,0,1,16,0.5925925925925926,0,0.0,0,0,9,0,20,27,32,0,1,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,5.9
901,2,0,0.7478991596638656,0,2,1,2,6,0.35294117647058826,0,0.0,0,0,3,0,14,17,23,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5.7
902,0,0,0.7478991596638656,1,1,1,6,31,0.6888888888888889,0,0.0,0,0,6,0,16,45,54,0,2,1,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,7.3
903,2,0,0.7478991596638656,0,3,2,4,21,0.5384615384615384,0,0.0,0,0,6,0,23,39,47,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6.7
904,1,0,0.7478991596638656,1,2,1,3,10,0.4761904761904762,0,0.0,0,0,5,0,15,21,28,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6.0
905,1,0,0.7478991596638656,0,2,2,3,10,0.38461538461538464,0,0.0,0,0,6,0,21,26,33,0,1,1,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,7.8
906,4,0,0.7478991596638656,1,6,3,5,12,0.5,0,0.0,0,0,4,0,16,24,38,0,1,1,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,7.5
907,2,0,0.7478991596638656,1,2,0,1,10,0.4,0,0.0,0,0,10,0,25,25,30,1,1,1,0,0,0,1,1,0,0,7,0,0,0,0,0,0,0,8.0
908,3,2,0.7478991596638656,0,5,2,8,16,0.7272727272727273,0,0.0,0,0,2,0,8,22,37,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6.7
909,0,4,0.7478991596638656,0,1,1,5,16,0.6153846153846154,0,0.0,0,0,5,0,15,26,33,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2.9
910,0,0,0.7478991596638656,0,1,1,5,14,0.5833333333333334,0,0.0,0,0,8,0,18,24,33,0,1,1,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,6.1
911,2,0,0.7478991596638656,1,3,3,5,19,0.59375,0,0.0,0,0,12,0,25,32,44,0,1,1,0,0,0,0,2,0,0,11,1,1,0,0,0,0,0,7.3
912,0,0,0.7478991596638656,0,0,0,6,20,0.9523809523809524,0,0.0,0,0,4,0,5,21,30,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7.0
913,0,0,0.7478991596638656,0,1,1,6,20,0.4878048780487805,0,0.0,0,0,9,0,30,41,51,0,1,1,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,6.6
914,0,0,0.7478991596638656,0,0,0,4,13,0.5652173913043478,0,0.0,0,0,9,0,19,23,29,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5.3
915,3,0,0.7478991596638656,0,3,3,1,13,0.5909090909090909,0,0.0,0,0,7,0,16,22,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5.3
916,2,0,0.7478991596638656,0,4,0,7,30,0.7142857142857143,0,0.0,0,0,3,0,14,42,53,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6.1
917,1,0,0.7478991596638656,0,1,0,7,22,0.7096774193548387,0,0.0,0,0,3,0,11,31,40,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6.4
918,0,0,0.7478991596638656,0,1,1,4,21,0.6774193548387096,0,0.0,0,0,11,0,21,31,36,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7.2
919,1,0,0.7478991596638656,0,3,1,8,14,0.6666666666666666,0,0.0,0,0,8,0,15,21,34,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,6.1
920,1,0,0.7478991596638656,1,1,1,0,10,0.4761904761904762,0,0.0,0,0,10,0,21,21,24,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7.3
921,1,0,0.7478991596638656,0,1,0,4,34,0.9444444444444444,0,0.0,0,0,4,0,5,36,42,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7.7
922,1,0,0.7478991596638656,0,3,2,6,21,0.9130434782608696,0,0.0,0,0,0,0,2,23,32,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6.2
923,1,0,0.7478991596638656,0,1,1,2,10,0.4,0,0.0,0,0,9,0,24,25,29,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6.1
924,1,0,0.7478991596638656,0,3,2,4,17,0.6296296296296297,0,0.0,0,0,8,0,18,27,42,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,8.0
925,2,0,0.7478991596638656,0,3,1,5,10,0.5,0,0.0,0,0,5,0,15,20,32,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7.1
926,1,0,0.7478991596638656,0,1,0,1,18,0.4864864864864865,0,0.0,0,0,15,0,34,37,39,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4.1
927,2,0,0.7478991596638656,0,2,1,3,13,0.7647058823529411,0,0.0,0,0,3,0,6,17,27,0,0,3,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,8.1
928,2,0,0.7478991596638656,3,4,2,4,12,0.5217391304347826,0,0.0,0,0,6,0,17,23,35,0,1,3,0,0,0,0,1,0,1,7,0,0,0,0,0,0,0,8.0
929,3,0,0.7478991596638656,1,4,3,2,6,0.3157894736842105,0,0.0,0,0,5,0,18,19,26,0,1,1,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,8.7
930,2,0,0.7478991596638656,1,5,4,6,14,0.5384615384615384,0,0.0,0,0,6,0,18,26,41,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,7.8
931,1,0,0.7478991596638656,1,2,1,8,15,0.8333333333333334,0,0.0,0,0,5,0,8,18,29,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,7.5
932,0,0,0.7478991596638656,0,2,2,1,15,0.8823529411764706,0,0.0,0,0,2,0,4,17,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6.9
933,2,0,0.7478991596638656,0,6,5,0,10,0.7692307692307693,0,0.0,0,0,4,0,7,13,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6.5
934,1,0,0.7478991596638656,2,1,0,2,20,0.4545454545454545,0,0.0,0,0,13,0,37,44,51,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,6.2
935,0,0,0.7478991596638656,0,0,0,4,27,0.7105263157894737,0,0.0,0,0,10,0,20,38,43,0,1,1,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,6.2
936,1,0,0.7478991596638656,1,3,2,5,10,0.3703703703703704,0,0.0,0,0,6,0,23,27,40,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,6.6
937,1,0,0.7478991596638656,0,4,2,4,22,0.8148148148148148,0,0.0,0,0,4,0,9,27,37,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5.5
938,0,0,0.7478991596638656,0,3,0,10,7,0.4666666666666667,0,0.0,0,0,1,0,9,15,31,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7.1
939,2,0,0.7478991596638656,0,3,2,1,20,0.4878048780487805,0,0.0,0,0,10,0,31,41,48,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7.7
940,0,0,0.7478991596638656,0,0,0,4,13,0.35135135135135137,0,0.0,0,0,5,0,29,37,41,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,5.3
941,0,0,0.7478991596638656,0,0,0,5,41,0.9111111111111112,0,0.0,0,0,9,0,12,45,52,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7.0
942,1,0,0.7478991596638656,3,3,1,5,10,0.625,0,0.0,0,0,4,0,10,16,30,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7.6
943,0,0,0.7478991596638656,0,0,0,0,15,0.5172413793103449,0,0.0,0,0,13,1,27,29,35,0,1,3,0,0,0,0,1,0,1,11,0,0,0,0,0,0,0,7.7
944,0,0,0.7478991596638656,0,1,0,3,13,0.5909090909090909,0,0.0,0,0,10,0,19,22,28,0,1,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,6.9
945,5,0,0.7478991596638656,0,7,3,4,24,0.8,0,0.0,0,0,7,0,13,30,43,0,0,1,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,7.3
946,1,0,0.7478991596638656,0,4,2,5,22,0.8461538461538461,0,0.0,0,0,3,0,7,26,36,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,7.7
947,0,0,0.7478991596638656,0,0,0,1,17,0.7391304347826086,0,0.0,0,0,4,0,9,23,25,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,5.4
948,2,2,0.7478991596638656,0,5,5,6,8,0.4705882352941176,0,0.0,0,0,2,0,11,17,29,0,0,0,0,0,0,0,1,0,0,8,0,0,1,0,0,0,0,7.0
949,0,0,0.7478991596638656,0,0,0,2,15,0.4545454545454545,0,0.0,0,0,8,0,26,33,37,0,1,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,5.9
950,0,0,0.7478991596638656,0,1,1,0,23,0.6052631578947368,0,0.0,0,0,12,0,27,38,41,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6.0
951,0,0,0.7478991596638656,0,1,1,3,19,0.95,0,0.0,0,0,3,0,4,20,24,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5.8
952,0,0,0.7478991596638656,3,0,0,2,13,0.65,0,0.0,0,0,6,0,13,20,26,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5.2
953,2,0,0.7478991596638656,0,5,4,2,20,0.7142857142857143,0,0.0,0,0,10,0,18,28,37,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6.7
954,0,0,0.7478991596638656,0,0,0,1,12,0.3636363636363637,0,0.0,0,0,10,0,31,33,36,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5.8
955,1,2,0.7478991596638656,0,4,2,10,24,0.5853658536585366,0,0.0,0,0,8,0,25,41,56,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,6.0
956,2,0,0.7478991596638656,2,6,5,5,16,0.5714285714285714,0,0.0,0,0,8,0,19,28,43,0,1,2,1,0,0,1,1,0,0,10,0,0,0,0,0,0,0,5.6
957,1,0,0.7478991596638656,0,6,4,3,13,0.40625,0,0.0,0,0,11,0,30,32,44,0,0,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,7.5
958,2,0,0.7478991596638656,0,4,2,4,14,0.875,0,0.0,0,0,0,0,2,16,25,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6.5
959,0,0,0.7478991596638656,1,0,0,7,19,0.7037037037037037,0,0.0,0,0,5,0,13,27,37,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7.0
960,2,2,0.7478991596638656,0,2,2,1,10,0.4166666666666667,0,0.0,0,0,5,0,19,24,29,0,1,0,0,0,0,0,2,0,0,3,0,0,2,0,0,0,0,5.9
961,0,0,0.7478991596638656,0,1,0,4,33,0.8918918918918919,0,0.0,0,0,6,0,9,37,42,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,5.1
962,2,0,0.7478991596638656,0,3,1,3,16,0.5714285714285714,0,0.0,0,0,9,0,21,28,36,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6.7
963,1,2,0.7478991596638656,0,4,3,3,9,0.25,0,0.0,0,0,8,0,35,36,45,0,1,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,5.9
964,0,3,0.7478991596638656,0,3,2,6,10,0.4166666666666667,0,0.0,0,0,9,0,23,24,33,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4.7
965,4,0,0.7478991596638656,1,7,3,3,20,0.5405405405405406,0,0.0,0,0,11,0,28,37,48,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7.8
