player_id,name,role,acted_as_sweeper,diving_save,goals_conceded,minutes_played,punches,saves,saves_inside_box,throws,accurate_passes,assists,chances_created,goals,pass_success,total_shots,blocked_shots,shot_accuracy,shot_off_target,shot_on_target,shots_woodwork,accurate_long_balls,crosses,key_passes,long_balls,passes,touches,aerials_lost,aerials_won,clearances,dispossessed,dribbles_attempted,dribbles_succeeded,duels_lost,duels_won,fouls,interceptions,recoveries,tackles_attempted,tackles_succeeded,was_fouled,is_a_sub,was_subbed,yellow_card,red_card,rating
169756,Adrian,Keeper,0,1,0,51,0,2,0,0,14,,,,,0,0,0%,0,0,0,4,0,0,8,18,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,6.2
38807,James Milner,Midfielder,,,,4,,,,,2,0,0,0,67%,0,0,0%,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,
303339,Sadio Mané,Attacker,,,,16,,,,,9,0,0,0,82%,0,0,0%,0,0,0,0,0,0,0,11,13,0,0,0,1,1,1,2,1,0,0,1,0,0,0,1,0,,,6.1
319784,Alisson Becker,Keeper,0,1,0,39,0,2,0,1,9,,,,,0,0,0%,0,0,0,1,0,0,2,11,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,,,6.2
760712,Trent Alexander-Arnold,Defender,,,,90,,,,,24,1,2,0,60%,2,0,50%,1,1,0,4,8,3,10,40,73,0,1,1,1,1,0,4,2,1,2,7,1,1,0,0,,,,7.7
568571,Joseph Gomez,Defender,,,,90,,,,,45,0,0,0,83%,0,0,0%,0,0,0,2,0,1,6,54,60,0,4,0,0,0,0,2,6,2,0,4,2,1,0,0,,,,7
209405,Virgil van Dijk,Defender,,,,90,,,,,50,0,0,1,88%,1,0,100%,0,1,0,3,0,0,5,57,71,1,5,3,0,0,0,1,8,0,5,3,3,1,0,0,,,,8.4
357880,Andrew Robertson,Defender,,,,90,,,,,64,0,0,0,91%,2,0,0%,2,0,0,3,9,1,6,70,96,1,1,1,1,0,0,2,2,0,1,6,1,0,0,0,,,,7
156008,Jordan Henderson,Midfielder,,,,90,,,,,45,0,0,0,83%,2,1,50%,0,1,0,6,4,0,11,54,73,0,0,0,0,3,2,5,6,2,2,6,2,1,2,0,,,,7.4
359188,Fabinho,Midfielder,,,,90,,,,,33,0,0,0,79%,1,0,100%,0,1,0,1,0,1,3,42,61,0,1,0,1,1,1,3,11,1,2,10,8,5,1,0,,,,7.9
108038,Georginio Wijnaldum,Midfielder,,,,90,,,,,36,0,0,0,92%,0,0,0%,0,0,0,2,0,0,3,39,49,0,1,0,2,1,1,5,4,2,1,6,0,0,2,0,,,,6.6
292462,Mohamed Salah,Attacker,,,,90,,,,,22,1,1,1,73%,2,0,50%,1,1,0,0,7,3,0,30,48,1,0,0,1,2,2,5,3,1,0,2,0,0,1,0,,,,8.6
242709,Roberto Firmino,Attacker,,,,86,,,,,23,1,1,0,77%,4,2,25%,1,1,0,1,0,1,1,30,47,4,1,0,0,5,4,7,7,0,0,5,1,1,1,0,1,,,8.2
426202,Divock Origi,Attacker,,,,74,,,,,11,0,1,1,61%,1,0,100%,0,1,0,0,4,2,2,18,34,0,1,0,1,1,0,2,6,0,1,2,3,3,2,0,1,,,8.2
683450,Pablo Fornals,Midfielder,,,,45,,,,,11,0,0,0,85%,0,0,0%,0,0,0,0,1,0,0,13,23,1,0,0,3,0,0,4,5,0,0,4,3,2,2,1,0,,,5.7
32728,Robert Snodgrass,Midfielder,,,,34,,,,,13,0,1,0,87%,0,0,0%,0,0,0,0,3,1,1,15,22,1,1,0,1,0,0,4,2,1,0,3,0,0,1,1,0,,,5.6
70409,Javier Hernández,Attacker,,,,24,,,,,7,0,0,0,100%,2,0,50%,1,1,0,0,0,0,0,7,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,,,5.6
30973,Lukasz Fabianski,Keeper,0,3,0,90,0,4,2,6,17,,,,,0,0,0%,0,0,0,10,0,0,21,29,42,0,0,0,0,1,1,0,1,0,0,10,0,0,0,0,,,,4.5
194323,Ryan Fredericks,Defender,,,,90,,,,,29,0,0,0,85%,0,0,0%,0,0,0,1,3,0,1,34,61,0,3,2,0,0,0,2,8,1,1,4,3,1,2,0,,,,4.8
307438,Fabian Balbuena,Defender,,,,90,,,,,30,0,0,0,75%,0,0,0%,0,0,0,4,0,0,9,40,46,1,2,4,0,0,0,4,2,2,0,5,0,0,0,0,,1,,4.1
696443,Issa Diop,Defender,,,,90,,,,,34,0,0,0,87%,1,0,0%,1,0,0,2,0,0,3,39,51,1,1,2,1,0,0,3,3,1,2,5,1,0,1,0,,,,4.2
155782,Aaron Cresswell,Defender,,,,90,,,,,23,0,0,0,77%,0,0,0%,0,0,0,1,1,0,2,30,47,2,0,0,2,1,0,6,2,0,0,2,1,1,1,0,,,,3.6
143793,Jack Wilshere,Midfielder,,,,56,,,,,21,0,0,0,88%,0,0,0%,0,0,0,1,0,0,1,24,36,0,3,0,1,0,0,2,7,0,0,5,1,0,3,0,1,,,5.8
654096,Declan Rice,Midfielder,,,,90,,,,,40,0,0,0,89%,0,0,0%,0,0,0,3,0,0,5,45,57,0,0,0,0,3,2,3,7,0,2,8,4,2,1,0,,,,5.1
230190,Felipe Anderson,Attacker,,,,66,,,,,18,0,0,0,75%,0,0,0%,0,0,0,1,2,0,2,24,33,1,0,1,2,2,1,7,2,1,0,1,0,0,1,0,1,1,,5.4
210276,Manuel Lanzini,Midfielder,,,,90,,,,,39,0,0,0,81%,1,0,100%,0,1,0,2,1,0,2,48,62,0,1,0,1,3,3,3,6,0,0,6,1,1,1,0,,,,6.6
158545,Michail Antonio,Attacker,,,,45,,,,,12,0,0,0,60%,0,0,0%,0,0,0,0,1,1,0,20,33,3,5,0,2,2,1,6,6,0,1,0,0,0,0,0,1,,,5.9
352968,Sebastien Haller,Attacker,,,,90,,,,,31,0,0,0,89%,1,0,100%,0,1,0,0,0,0,0,35,48,7,2,0,0,0,0,9,6,0,3,4,4,3,0,0,,,,6.3
591734,Dominic Solanke,Attacker,,,,1,,,,,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,,,
746395,Aaron Ramsdale,Keeper,0,2,0,90,0,2,0,5,11,,,,,0,0,0%,0,0,0,1,0,0,11,21,29,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,,,,6.1
819762,Chris Mepham,Defender,,,,90,,,,,54,0,1,1,83%,2,0,50%,1,1,0,3,0,0,10,65,79,2,1,2,0,2,1,5,6,2,1,8,1,1,3,0,,,,7.8
156013,Steve Cook,Defender,,,,90,,,,,59,0,0,0,88%,1,0,0%,1,0,0,6,0,0,9,67,79,0,1,5,0,0,0,0,2,0,2,2,0,0,1,0,,,,6.8
417068,Nathan Aké,Defender,,,,90,,,,,62,0,1,0,91%,2,1,0%,1,0,0,1,0,2,6,68,81,2,2,1,0,0,0,2,5,1,2,2,3,3,0,0,,,,7.3
160447,Adam Smith,Defender,,,,90,,,,,44,0,0,0,92%,0,0,0%,0,0,0,1,2,0,2,48,75,0,0,0,1,2,2,3,4,1,0,4,0,0,2,0,,1,,6.6
466672,Jefferson Lerma,Midfielder,,,,90,,,,,37,0,0,0,66%,2,1,0%,1,0,0,4,0,0,7,56,72,2,2,2,0,2,1,4,7,0,0,15,2,2,3,0,,,,6.8
532743,Philip Billing,Midfielder,,,,90,,,,,45,0,0,0,85%,2,0,50%,1,1,0,1,0,2,2,53,73,4,2,0,2,0,0,11,8,2,4,6,6,4,0,0,,,,6.9
488718,Diego Rico,Defender,,,,90,,,,,28,0,0,0,64%,1,0,0%,1,0,0,3,3,1,9,44,73,0,0,3,0,1,1,1,6,0,3,5,5,3,0,0,,,,7.4
185236,Joshua King,Attacker,,,,90,,,,,13,0,0,0,54%,1,1,0%,0,0,0,0,0,1,1,24,44,2,5,0,0,8,3,8,9,1,1,7,0,0,1,0,,,,6.9
184321,Callum Wilson,Attacker,,,,89,,,,,6,0,0,0,50%,1,0,100%,0,1,0,0,1,0,1,12,21,8,1,0,2,0,0,11,2,2,0,0,0,0,1,0,1,,,5.2
230916,Ryan Fraser,Midfielder,,,,90,,,,,25,0,0,0,93%,1,0,0%,1,0,0,0,8,1,0,27,44,0,0,0,0,2,0,3,5,1,0,2,1,0,4,0,,1,,6.8
30895,Aaron Lennon,Midfielder,,,,6,,,,,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,1,2,4,1,0,0,0,0,0,1,2,0,0,1,1,0,1,1,0,,,
109491,Jay Rodriguez,Attacker,,,,6,,,,,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,,,
280484,Nick Pope,Keeper,0,1,0,90,0,3,2,5,13,,,,,0,0,0%,0,0,0,8,0,1,26,31,42,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,,,,7.7
183715,Matthew Lowton,Defender,,,,90,,,,,15,0,0,0,63%,0,0,0%,0,0,0,0,3,1,4,24,55,0,1,1,0,2,2,1,6,1,2,5,2,0,1,0,,,,7.5
243138,James Tarkowski,Defender,,,,90,,,,,23,0,0,0,59%,2,2,0%,0,0,0,3,0,0,10,39,61,0,2,2,0,1,1,1,7,1,3,7,2,2,3,0,,,,7.7
240538,Ben Mee,Defender,,,,90,,,,,27,0,0,0,56%,0,0,0%,0,0,0,2,0,0,10,48,64,3,8,4,0,0,0,4,11,0,3,4,2,2,1,0,,,,7.6
37194,Erik Pieters,Defender,,,,90,,,,,30,2,1,0,54%,1,0,0%,1,0,0,5,2,2,15,56,97,0,1,2,0,0,0,1,9,0,2,5,7,4,1,0,,,,8.9
46008,Jack Cork,Midfielder,,,,90,,,,,23,0,0,0,64%,0,0,0%,0,0,0,1,0,0,3,36,43,2,3,0,0,0,0,5,4,1,1,8,1,1,0,0,,,,6.7
129915,Johann Berg Gudmundsson,Midfielder,,,,90,,,,,5,0,0,1,36%,2,0,50%,1,1,0,0,3,2,4,14,33,1,0,1,0,4,3,4,5,1,2,5,1,0,1,0,,,,8.2
182223,Ashley Westwood,Midfielder,,,,90,,,,,19,0,0,0,59%,0,0,0%,0,0,0,2,1,1,9,32,42,0,0,1,1,0,0,2,0,0,0,5,0,0,0,0,,,,6.5
939542,Dwight McNeil,Midfielder,,,,84,,,,,12,0,0,0,67%,0,0,0%,0,0,0,1,3,0,1,18,39,0,1,0,2,4,4,2,10,0,1,4,4,3,1,0,1,,,7.5
169719,Chris Wood,Attacker,,,,90,,,,,5,0,0,0,38%,1,0,0%,1,0,0,0,2,0,0,13,29,5,2,1,1,0,0,7,3,1,0,2,0,0,1,0,,,,6.1
107280,Ashley Barnes,Attacker,,,,84,,,,,11,0,1,2,58%,4,0,75%,1,3,0,0,0,0,0,19,38,7,5,0,1,4,4,9,11,1,0,3,1,0,1,0,1,,,9
169721,Connor Wickham,Attacker,,,,7,,,,,2,0,0,0,40%,0,0,0%,0,0,0,0,0,0,0,5,6,2,2,0,0,0,0,3,2,1,0,0,0,0,0,1,0,,,
198510,Wilfried Zaha,Attacker,,,,25,,,,,3,0,0,0,50%,1,1,0%,0,0,0,0,0,0,0,6,19,0,0,0,4,2,2,4,4,0,0,1,1,0,1,1,0,,,5.8
109222,Vicente Guaita,Keeper,0,1,0,90,1,2,1,2,11,,,,,0,0,0%,0,0,0,5,0,0,18,24,29,0,1,1,0,0,0,0,1,0,0,6,0,0,0,0,,,,7.1
146830,Joel Ward,Defender,,,,90,,,,,14,0,0,0,67%,0,0,0%,0,0,0,0,0,0,3,21,40,1,4,4,0,0,0,1,7,0,1,2,1,1,2,0,,,,7.1
154271,Martin Kelly,Defender,,,,90,,,,,13,0,0,0,68%,0,0,0%,0,0,0,1,1,0,6,19,31,2,2,9,0,0,0,3,2,0,0,5,0,0,0,0,,,,6.7
23837,Scott Dann,Defender,,,,90,,,,,20,0,0,0,69%,1,1,0%,0,0,0,1,0,0,7,29,39,3,5,3,0,1,0,4,5,0,0,3,0,0,0,0,,,,6.6
180330,Patrick van Aanholt,Defender,,,,90,,,,,13,0,0,0,65%,0,0,0%,0,0,0,0,1,0,1,20,58,2,2,2,0,1,0,3,5,0,1,5,2,0,1,0,,,,6.8
166422,Andros Townsend,Midfielder,,,,90,,,,,14,0,0,0,67%,0,0,0%,0,0,0,1,6,1,3,21,42,0,0,0,1,3,2,3,7,1,0,7,3,3,2,0,,,,7.1
28901,James McArthur,Midfielder,,,,90,,,,,20,0,0,0,59%,0,0,0%,0,0,0,0,0,1,2,34,51,0,1,1,0,2,2,5,8,4,3,10,5,4,0,0,,,,7.5
163616,Luka Milivojevic,Midfielder,,,,90,,,,,22,0,0,0,61%,0,0,0%,0,0,0,4,3,1,7,36,51,0,3,0,0,0,0,8,7,7,2,7,3,1,1,0,,1,,6.4
425963,Max Meyer,Midfielder,,,,90,,,,,11,0,0,0,52%,3,2,33%,0,1,0,0,3,0,1,21,41,2,0,1,1,2,1,6,4,1,1,5,3,2,0,0,,1,,6.5
148315,Christian Benteke,Attacker,,,,83,,,,,6,0,1,0,40%,0,0,0%,0,0,0,0,0,1,0,15,24,6,9,0,2,0,0,10,11,2,1,1,2,2,0,0,1,,,6.4
154280,Jordan Ayew,Attacker,,,,65,,,,,12,0,0,0,71%,1,0,100%,0,1,0,0,0,1,0,17,36,0,1,0,2,1,1,3,8,0,1,6,1,1,5,0,1,,,6.7
760359,Harvey Barnes,Attacker,,,,29,,,,,15,0,0,0,75%,1,0,100%,0,1,0,0,0,0,1,20,23,1,0,0,0,2,1,2,1,0,0,1,0,0,0,1,0,,,6.1
139671,Marc Albrighton,Attacker,,,,14,,,,,6,0,0,0,67%,2,1,0%,1,0,0,0,2,1,2,9,19,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,,,5.8
37770,Kasper Schmeichel,Keeper,0,2,0,90,0,2,1,2,19,,,,,0,0,0%,0,0,0,3,0,0,6,22,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,,,7
306128,Ricardo Pereira,Defender,,,,90,,,,,67,0,0,0,86%,1,0,0%,1,0,0,0,1,2,2,78,114,0,0,1,1,6,4,7,13,0,0,9,5,4,4,0,,,,7.9
43248,Jonny Evans,Defender,,,,90,,,,,71,0,0,0,89%,1,0,0%,1,0,0,3,1,0,7,80,95,3,6,4,0,0,0,4,10,0,0,6,4,3,0,0,,,,7.3
602261,Caglar Söyüncü,Defender,,,,90,,,,,71,0,0,0,91%,0,0,0%,0,0,0,2,0,0,4,78,86,2,5,3,0,1,1,4,9,0,0,5,3,2,0,0,,,,7.2
672469,Ben Chilwell,Defender,,,,90,,,,,71,0,0,0,84%,1,0,0%,1,0,0,3,3,1,4,85,107,3,4,0,0,1,0,5,4,0,1,8,0,0,0,0,,,,6.8
533228,Wilfred Ndidi,Midfielder,,,,90,,,,,58,0,0,0,78%,1,0,0%,1,0,0,3,0,1,6,74,91,7,4,2,0,0,0,9,9,1,5,12,4,1,1,0,,,,7.4
728123,Hamza Choudhury,Midfielder,,,,61,,,,,51,0,0,0,94%,1,1,0%,0,0,0,1,0,1,1,54,65,1,1,0,0,2,0,4,3,0,1,1,1,1,1,0,1,,,6.5
479020,Ayoze Pérez,Attacker,,,,76,,,,,22,0,0,0,71%,1,0,0%,1,0,0,1,3,0,1,31,55,2,1,1,1,4,2,6,6,0,0,3,1,1,2,0,1,,,6.6
465960,Youri Tielemans,Midfielder,,,,90,,,,,51,0,1,0,85%,3,1,0%,1,0,0,0,2,3,2,60,73,1,1,0,1,4,4,2,6,0,0,7,0,0,1,0,,,,7.4
493165,James Maddison,Midfielder,,,,90,,,,,56,0,0,0,88%,4,1,0%,3,0,0,2,15,2,3,64,99,0,0,0,3,6,4,7,7,2,0,8,1,0,2,0,,,,6.9
286119,Jamie Vardy,Attacker,,,,90,,,,,6,0,0,0,60%,0,0,0%,0,0,0,0,2,0,0,10,18,2,2,1,0,1,0,3,3,0,0,2,1,1,0,0,,,,6.2
534484,Isaac Success,Attacker,,,,15,,,,,1,0,0,0,100%,0,0,0%,0,0,0,0,1,0,0,1,8,3,0,0,1,1,0,5,0,0,0,0,0,0,0,1,0,,,5
210278,Roberto Pereyra,Attacker,,,,45,,,,,24,0,0,0,89%,3,3,0%,0,0,0,0,0,0,0,27,39,0,0,0,2,1,1,3,2,0,0,3,0,0,1,1,0,,,5.7
24147,Ben Foster,Keeper,0,0,0,90,0,1,1,2,12,,,,,0,0,0%,0,0,0,7,0,0,18,23,27,0,1,0,0,0,0,1,1,0,0,4,0,0,0,0,,,,4.4
175311,Kiko,Defender,,,,90,,,,,37,0,0,0,82%,1,0,0%,1,0,0,3,4,2,3,45,64,0,0,1,0,2,1,3,2,0,1,4,1,1,0,0,,,,6
169162,Craig Dawson,Defender,,,,90,,,,,29,0,0,0,81%,2,1,50%,0,1,0,5,0,0,6,36,49,2,2,4,0,0,0,2,5,1,3,4,3,1,0,0,,,,6.1
40548,Craig Cathcart,Defender,,,,90,,,,,39,0,0,0,80%,0,0,0%,0,0,0,2,0,0,4,49,58,2,2,1,0,0,0,3,5,1,0,10,2,0,1,0,,,,5.5
35712,Jose Holebas,Defender,,,,90,,,,,44,0,0,0,90%,0,0,0%,0,0,0,1,6,0,2,49,86,2,1,4,2,1,1,8,4,4,0,2,2,1,0,0,,,,5.2
295067,Will Hughes,Midfielder,,,,90,,,,,17,0,0,0,74%,1,0,0%,1,0,0,0,2,0,1,23,51,0,0,0,3,2,1,7,5,3,4,1,1,0,3,0,,,,6
41365,Étienne Capoue,Midfielder,,,,90,,,,,52,0,0,0,87%,1,0,0%,1,0,0,6,0,0,7,60,77,0,0,0,4,2,1,6,5,1,3,5,1,0,3,0,,,,6
352887,Abdoulaye Doucouré,Midfielder,,,,90,,,,,40,0,0,0,75%,0,0,0%,0,0,0,0,0,2,1,53,60,0,1,0,0,1,1,1,5,1,1,9,1,0,2,0,,,,5.8
251925,Gerard Deulofeu,Attacker,,,,45,,,,,13,0,0,0,76%,1,0,0%,1,0,0,0,1,0,1,17,30,0,0,0,3,1,1,4,1,1,0,4,0,0,0,0,1,,,5.3
72436,Troy Deeney,Attacker,,,,90,,,,,9,0,0,0,41%,1,0,100%,0,1,0,0,0,1,1,22,39,8,6,0,2,3,2,14,10,2,0,2,1,1,1,0,,,,5.9
180259,Andre Gray,Attacker,,,,75,,,,,8,0,0,0,89%,1,0,100%,0,1,0,0,0,0,0,9,14,2,1,0,1,1,0,5,1,1,0,1,0,0,0,0,1,,,5.5
157723,Christian Eriksen,Midfielder,,,,26,,,,,19,0,1,0,79%,3,1,33%,1,1,0,2,8,3,4,24,38,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,,,6.9
873014,Oliver Skipp,Midfielder,,,,1,,,,,1,0,0,0,100%,0,0,0%,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
473855,Georges-Kevin N'Koudou,Attacker,,,,2,,,,,0,0,0,0,0,1,1,0%,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,
26295,Hugo Lloris,Keeper,0,1,0,90,0,3,2,3,7,,,,,0,0,0%,0,0,0,2,0,0,2,7,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,,,6.2
734042,Kyle Walker-Peters,Defender,,,,90,,,,,65,0,0,0,88%,1,1,0%,0,0,0,2,4,1,5,74,105,2,2,3,1,3,2,6,10,1,1,6,3,3,3,0,,,,7.8
160599,Toby Alderweireld,Defender,,,,90,,,,,75,0,0,0,90%,2,0,0%,2,0,0,10,0,2,14,83,90,2,4,2,0,0,0,3,5,1,1,6,1,1,0,0,,,,7.5
643533,Davinson Sánchez,Defender,,,,90,,,,,59,0,0,0,92%,2,0,50%,1,1,0,1,0,1,3,64,72,1,1,1,0,0,0,1,2,0,1,6,1,1,0,0,,,,7.2
46353,Danny Rose,Defender,,,,90,,,,,41,0,1,0,89%,0,0,0%,0,0,0,0,6,4,1,46,74,2,1,0,2,6,2,11,7,3,0,6,2,0,2,0,,,,5.9
94550,Moussa Sissoko,Midfielder,,,,90,,,,,52,1,0,0,90%,4,2,0%,2,0,0,1,5,1,2,58,82,0,0,0,2,5,3,8,6,3,0,8,1,0,2,0,,,,7.5
528453,Harry Winks,Midfielder,,,,64,,,,,79,0,0,0,96%,1,0,0%,1,0,0,8,0,2,8,82,90,0,0,0,1,3,1,3,3,0,0,5,1,1,1,0,1,,,7.6
773189,Tanguy Ndombélé,Midfielder,,,,89,,,,,47,0,0,1,85%,2,0,50%,1,1,0,1,2,1,2,55,71,0,0,0,2,0,0,5,3,2,1,4,3,2,0,0,1,,,7.9
215299,Lucas Moura,Attacker,,,,90,,,,,31,1,1,0,91%,3,0,33%,2,1,0,0,1,3,0,34,48,1,1,0,1,4,1,5,3,0,0,4,1,0,0,0,,,,7.8
194165,Harry Kane,Attacker,,,,90,,,,,17,0,1,2,81%,8,2,25%,3,2,0,2,2,2,2,21,37,2,1,0,3,1,0,9,2,3,0,1,1,1,0,0,,,,8.7
174850,Erik Lamela,Attacker,,,,88,,,,,33,0,0,0,87%,4,1,25%,1,1,0,1,10,2,1,38,70,2,0,0,3,3,2,6,6,0,0,5,3,3,1,0,1,1,,7.3
240205,Jetro Willems,Defender,,,,36,,,,,13,0,0,0,81%,0,0,0%,0,0,0,0,1,1,0,16,25,0,1,0,0,0,0,0,3,0,0,0,1,1,1,1,0,,,6.1
466482,Allan Saint-Maximin,Midfielder,,,,23,,,,,8,0,0,0,100%,1,0,100%,0,1,0,0,1,0,0,8,20,0,0,0,1,4,2,4,2,1,0,3,0,0,0,1,0,,,5.8
72241,Martin Dubravka,Keeper,0,0,0,90,0,1,1,1,15,,,,,0,0,0%,0,0,0,12,0,0,20,24,27,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,,,,6.2
189982,Fabian Schär,Defender,,,,90,,,,,38,0,0,0,72%,1,0,0%,1,0,0,6,0,0,15,53,79,1,1,5,0,1,0,6,7,3,7,9,5,2,1,0,,,,7.3
279489,Jamaal Lascelles,Defender,,,,90,,,,,30,0,0,0,83%,0,0,0%,0,0,0,3,0,0,4,36,47,3,7,5,0,0,0,5,9,2,2,5,2,0,0,0,,,,6.6
308932,Paul Dummett,Defender,,,,90,,,,,34,0,0,0,79%,0,0,0%,0,0,0,3,1,0,9,43,61,2,0,4,0,0,0,2,6,0,1,6,6,6,0,0,,,,7.1
299984,Javier Manquillo,Defender,,,,90,,,,,17,0,0,0,74%,0,0,0%,0,0,0,0,2,1,3,23,44,1,0,1,0,2,1,6,2,2,2,6,1,1,0,0,,,,6.2
489627,Isaac Hayden,Midfielder,,,,90,,,,,26,0,0,0,84%,0,0,0%,0,0,0,0,0,1,0,31,51,1,1,2,0,3,3,4,10,1,4,9,4,2,2,0,,,,7.4
127130,Jonjo Shelvey,Midfielder,,,,54,,,,,14,0,0,0,74%,2,1,0%,0,0,0,1,2,0,3,19,30,0,0,0,1,1,1,3,3,0,0,4,2,1,0,0,1,,,6
820024,Sean Longstaff,Midfielder,,,,67,,,,,18,0,0,0,69%,0,0,0%,0,0,0,1,0,0,2,26,32,2,2,0,0,0,0,4,5,1,0,3,3,2,0,0,1,,,6.1
155913,Matt Ritchie,Defender,,,,90,,,,,26,0,0,0,70%,0,0,0%,0,0,0,1,6,3,4,37,58,0,1,0,0,1,0,5,3,1,3,7,1,1,1,0,,,,6.6
442277,Miguel Almiron,Midfielder,,,,90,,,,,19,0,0,0,73%,2,1,0%,1,0,0,0,2,1,1,26,50,1,0,0,2,4,2,5,4,1,0,8,0,0,2,0,,1,,6.1
535936,Joelinton,Attacker,,,,90,,,,,29,0,0,0,81%,3,0,33%,2,1,0,0,0,0,0,36,53,3,8,0,0,2,2,4,11,0,1,10,1,1,0,0,,,,7
41468,Juan Mata,Midfielder,,,,4,,,,,5,0,0,0,100%,0,0,0%,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,
717176,Daniel James,Attacker,,,,16,,,,,5,0,0,1,83%,1,0,100%,0,1,0,0,2,0,0,6,11,0,0,0,0,0,0,1,2,0,0,1,0,0,2,1,0,,,7.3
950473,Mason Greenwood,Attacker,,,,4,,,,,3,0,0,0,60%,1,1,0%,0,0,0,1,0,0,1,5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,
182917,David De Gea,Keeper,0,3,0,90,0,7,3,5,17,,,,,0,0,0%,0,0,0,3,0,0,8,22,35,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,,,,8.4
760320,Aaron Wan-Bissaka,Defender,,,,90,,,,,31,0,0,0,86%,0,0,0%,0,0,0,1,4,1,1,36,75,0,1,5,1,3,2,3,9,0,3,3,6,4,0,0,,,,8.1
258269,Victor Nilsson Lindelöf,Defender,,,,90,,,,,53,0,0,0,84%,0,0,0%,0,0,0,4,0,0,10,63,72,2,1,3,0,1,1,2,3,0,1,7,1,0,0,0,,1,,7
255610,Harry Maguire,Defender,,,,90,,,,,49,0,0,0,86%,0,0,0%,0,0,0,3,0,1,6,57,72,2,4,7,0,0,0,2,5,0,4,2,0,0,1,0,,,,7.5
362694,Luke Shaw,Defender,,,,90,,,,,45,0,0,0,83%,0,0,0%,0,0,0,1,0,0,3,54,67,2,2,1,0,2,2,3,5,1,2,5,1,1,0,0,,,,7.5
843099,Scott McTominay,Midfielder,,,,90,,,,,39,0,0,0,81%,0,0,0%,0,0,0,5,0,0,7,48,68,0,0,1,2,1,0,6,5,3,2,10,2,2,3,0,,,,6.8
248453,Paul Pogba,Midfielder,,,,90,,,,,48,2,1,0,76%,1,0,0%,1,0,0,6,1,4,7,63,84,2,4,1,4,3,1,11,6,2,0,10,1,1,0,0,,,,8.3
299215,Jesse Lingard,Midfielder,,,,86,,,,,23,0,0,0,88%,0,0,0%,0,0,0,0,0,1,2,26,36,0,0,0,2,4,4,8,5,4,0,3,0,0,1,0,1,1,,6.6
575779,Andreas Pereira,Midfielder,,,,74,,,,,11,1,1,0,73%,0,0,0%,0,0,0,2,4,1,4,15,26,0,1,0,0,1,0,7,4,1,0,1,2,2,1,0,1,,,7.2
696365,Marcus Rashford,Attacker,,,,86,,,,,13,0,2,2,59%,4,1,50%,0,2,0,1,1,0,3,22,44,0,0,1,3,0,0,5,6,1,0,5,3,0,3,0,1,,,8.9
413557,Anthony Martial,Attacker,,,,90,,,,,21,0,1,1,78%,4,1,50%,1,2,0,1,2,1,1,27,48,1,0,0,3,5,4,9,5,3,0,3,0,0,1,0,,1,,7.7
304345,Sead Kolasinac,Defender,,,,19,,,,,4,0,0,0,100%,0,0,0%,0,0,0,0,0,0,0,4,7,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,,,6.2
592909,Lucas Torreira,Midfielder,,,,7,,,,,5,0,0,0,83%,1,0,100%,0,1,0,0,0,0,0,6,9,2,0,0,0,0,0,3,2,1,0,1,0,0,2,1,0,,,
575735,Nicolas Pépé,Attacker,,,,45,,,,,21,0,1,0,84%,1,0,100%,0,1,0,1,2,3,1,25,41,0,0,0,1,6,4,3,6,0,0,3,2,1,0,1,0,,,7.3
215168,Bernd Leno,Keeper,0,0,0,90,1,3,3,9,22,,,,,0,0,0%,0,0,0,2,0,0,6,26,39,1,0,1,0,0,0,1,0,0,0,11,0,0,0,0,,,,6
604089,Ainsley Maitland-Niles,Defender,,,,90,,,,,38,0,0,0,79%,1,0,0%,1,0,0,1,2,1,5,48,86,1,4,3,0,3,1,6,8,3,2,4,2,2,1,0,,,,7.4
